05/02/2009;9:30;CL40 #31A 41, Palmira - Valle del Cauca, Colombia;HURTOPERSONAS
06/02/2009;15:30;CR27 #29 2, Palmira - Valle del Cauca, Colombia;HURTOPERSONAS
06/02/2009;9:00;CL23 #20 2, Palmira - Valle del Cauca, Colombia;HURTOPERSONAS
06/02/2009;20:00;CL47 #34 2, Palmira - Valle del Cauca, Colombia;HURTOPERSONAS
06/02/2009;13:30;CL54 #42 2, Palmira - Valle del Cauca, Colombia;HURTOPERSONAS
06/02/2009;11:05;CR25 #15 2, Palmira - Valle del Cauca, Colombia;HURTOPERSONAS
06/02/2009;11:05;CR25 #15 2, Palmira - Valle del Cauca, Colombia;HURTOPERSONAS
06/02/2009;11:05;CR25 #15 2, Palmira - Valle del Cauca, Colombia;HURTOPERSONAS
07/02/2009;11:05;CR25 #15 2, Palmira - Valle del Cauca, Colombia;HURTOPERSONAS
07/02/2009;19:00;CR27 #29 2, Palmira - Valle del Cauca, Colombia;HURTOPERSONAS
07/02/2009;21:20;CR27 #29 2, Palmira - Valle del Cauca, Colombia;HURTOPERSONAS
07/02/2009;21:00;CR30 #40 25, Palmira - Valle del Cauca, Colombia;HURTOPERSONAS
07/02/2009;21:00;CL35 #8 2, Palmira - Valle del Cauca, Colombia;HURTOPERSONAS
07/02/2009;13:25;CL38 #9 2, Palmira - Valle del Cauca, Colombia;HURTOPERSONAS
07/02/2009;10:00;CL42 #30 2, Palmira - Valle del Cauca, Colombia;HURTOPERSONAS
08/02/2009;10:20;CR29 #35 2, Palmira - Valle del Cauca, Colombia;HURTOPERSONAS
08/02/2009;17:30;CL32A #28 3, Palmira - Valle del Cauca, Colombia;HURTOPERSONAS
08/02/2009;17:40;CR1 #41 2, Palmira - Valle del Cauca, Colombia;HURTOPERSONAS
08/02/2009;13:35;CR21 #41 2, Palmira - Valle del Cauca, Colombia;HURTOPERSONAS
08/02/2009;21:00;CR30 #40 25, Palmira - Valle del Cauca, Colombia;HURTOPERSONAS
09/02/2009;14:00;CL1 #2 2, Palmira - Valle del Cauca, Colombia;HURTOPERSONAS
09/02/2009;21:00;CR24 #6 59, Palmira - Valle del Cauca, Colombia;HURTOPERSONAS
09/02/2009;20:00;CL21 #27 2, Palmira - Valle del Cauca, Colombia;HURTOPERSONAS
10/02/2009;21:00;CL31 #28 31, Palmira - Valle del Cauca, Colombia;HURTOPERSONAS
10/02/2009;13:30;CL42 #30 2, Palmira - Valle del Cauca, Colombia;HURTOPERSONAS
10/02/2009;19:00;CR35 #31 2, Palmira - Valle del Cauca, Colombia;HURTOPERSONAS
10/02/2009;21:00;CR4 #32B 5, Palmira - Valle del Cauca, Colombia;HURTOPERSONAS
10/02/2009;12:00;CL31 #31 2, Palmira - Valle del Cauca, Colombia;HURTOPERSONAS
11/02/2009;10:30;CR23 #27 28, Palmira - Valle del Cauca, Colombia;HURTOPERSONAS
11/02/2009;8:45;CR25 #30 3, Palmira - Valle del Cauca, Colombia;HURTOPERSONAS
11/02/2009;16:25;CR27 #31 2, Palmira - Valle del Cauca, Colombia;HURTOPERSONAS
11/02/2009;12:30;CL12 #2 2, Palmira - Valle del Cauca, Colombia;HURTOPERSONAS
12/02/2009;8:00;CL30 #28 2, Palmira - Valle del Cauca, Colombia;HURTOPERSONAS
12/02/2009;14:30;CL35C #1 7, Palmira - Valle del Cauca, Colombia;HURTOPERSONAS
12/02/2009;11:00;CL38 #24 2, Palmira - Valle del Cauca, Colombia;HURTOPERSONAS
12/02/2009;13:00;CL43 #20 2, Palmira - Valle del Cauca, Colombia;HURTOPERSONAS
12/02/2009;10:00;CL27 #22 2, Palmira - Valle del Cauca, Colombia;HURTOPERSONAS
12/02/2009;8:18;CL28 #29 2, Palmira - Valle del Cauca, Colombia;HURTOPERSONAS
12/02/2009;8:18;CL28 #29 2, Palmira - Valle del Cauca, Colombia;HURTOPERSONAS
12/02/2009;11:50;CL42 #54 2, Palmira - Valle del Cauca, Colombia;HURTOPERSONAS
12/02/2009;8:05;CR20 #18 13, Palmira - Valle del Cauca, Colombia;HURTOPERSONAS
12/02/2009;12:15;CR26 #31 2, Palmira - Valle del Cauca, Colombia;HURTOPERSONAS
12/02/2009;12:30;CR33 #29 2, Palmira - Valle del Cauca, Colombia;HURTOPERSONAS
13/02/2009;17:12;CR41 #39A 2, Palmira - Valle del Cauca, Colombia;HURTOPERSONAS
13/02/2009;18:30;CL18 #22 2, Palmira - Valle del Cauca, Colombia;HURTOPERSONAS
13/02/2009;14:40;CL31 #71 9, Palmira - Valle del Cauca, Colombia;HURTOPERSONAS
13/02/2009;18:00;CL33 #28 33, Palmira - Valle del Cauca, Colombia;HURTOPERSONAS
14/02/2009;0:30;CL35 #1 2, Palmira - Valle del Cauca, Colombia;HURTOPERSONAS
14/02/2009;15:00;CR11 #38A 46, Palmira - Valle del Cauca, Colombia;HURTOPERSONAS
14/02/2009;14:00;CL32 #24 2, Palmira - Valle del Cauca, Colombia;HURTOPERSONAS
14/02/2009;4:00;CL37 #26 2, Palmira - Valle del Cauca, Colombia;HURTOPERSONAS
14/02/2009;4:00;CL37 #26 2, Palmira - Valle del Cauca, Colombia;HURTOPERSONAS
15/02/2009;21:00;CL42 #1 2, Palmira - Valle del Cauca, Colombia;HURTOPERSONAS
15/02/2009;0:05;CL25 #33 2, Palmira - Valle del Cauca, Colombia;HURTOPERSONAS
16/02/2009;16:40;CL37 #25 2, Palmira - Valle del Cauca, Colombia;HURTOPERSONAS
16/02/2009;21:00;CL21 #2 2, Palmira - Valle del Cauca, Colombia;HURTOPERSONAS
16/02/2009;11:00;CL31 #29 2, Palmira - Valle del Cauca, Colombia;HURTOPERSONAS
16/02/2009;19:30;CL32 #37 2, Palmira - Valle del Cauca, Colombia;HURTOPERSONAS
16/02/2009;21:00;CL42 #26 2, Palmira - Valle del Cauca, Colombia;HURTOPERSONAS
17/02/2009;15:00;CL58A #42 2, Palmira - Valle del Cauca, Colombia;HURTOPERSONAS
17/02/2009;3:00;CL60 #27 2, Palmira - Valle del Cauca, Colombia;HURTOPERSONAS
17/02/2009;13:30;CR27 #28 23, Palmira - Valle del Cauca, Colombia;HURTOPERSONAS
17/02/2009;11:00;CL37 #38 2, Palmira - Valle del Cauca, Colombia;HURTOPERSONAS
18/02/2009;21:00;CL40 #30 2, Palmira - Valle del Cauca, Colombia;HURTOPERSONAS
18/02/2009;14:08;CL42 #27 2, Palmira - Valle del Cauca, Colombia;HURTOPERSONAS
18/02/2009;21:00;CL57 #26 2, Palmira - Valle del Cauca, Colombia;HURTOPERSONAS
18/02/2009;17:00;CL21 #2 2, Palmira - Valle del Cauca, Colombia;HURTOPERSONAS
18/02/2009;21:30;CR21 #22 25, Palmira - Valle del Cauca, Colombia;HURTOPERSONAS
18/02/2009;12:20;CR37C #51 41, Palmira - Valle del Cauca, Colombia;HURTOPERSONAS
18/02/2009;11:20;CL25 #17 2, Palmira - Valle del Cauca, Colombia;HURTOPERSONAS
18/02/2009;11:25;CL29 #29 2, Palmira - Valle del Cauca, Colombia;HURTOPERSONAS
19/02/2009;18:00;CL39 #15 2, Palmira - Valle del Cauca, Colombia;HURTOPERSONAS
19/02/2009;16:30;CL42 #28 2, Palmira - Valle del Cauca, Colombia;HURTOPERSONAS
19/02/2009;17:40;CL42 #28 2, Palmira - Valle del Cauca, Colombia;HURTOPERSONAS
19/02/2009;16:00;CL42 #42 2, Palmira - Valle del Cauca, Colombia;HURTOPERSONAS
19/02/2009;16:40;CL58A #34B 12, Palmira - Valle del Cauca, Colombia;HURTOPERSONAS
19/02/2009;4:00;CL42 #28 2, Palmira - Valle del Cauca, Colombia;HURTOPERSONAS
19/02/2009;17:30;CL47D #14A 34, Palmira - Valle del Cauca, Colombia;HURTOPERSONAS
19/02/2009;15:00;CL10 #24 2, Palmira - Valle del Cauca, Colombia;HURTOPERSONAS
20/02/2009;10:00;CL14 #24 2, Palmira - Valle del Cauca, Colombia;HURTOPERSONAS
20/02/2009;18:30;CL28 #32 2, Palmira - Valle del Cauca, Colombia;HURTOPERSONAS
20/02/2009;11:00;CL43 #28 2, Palmira - Valle del Cauca, Colombia;HURTOPERSONAS
20/02/2009;9:13;CR24 #35A 10, Palmira - Valle del Cauca, Colombia;HURTOPERSONAS
20/02/2009;8:15;CR32 #35 2, Palmira - Valle del Cauca, Colombia;HURTOPERSONAS
20/02/2009;23:00;CL31 #36 2, Palmira - Valle del Cauca, Colombia;HURTOPERSONAS
20/02/2009;23:00;CL31 #36 2, Palmira - Valle del Cauca, Colombia;HURTOPERSONAS
21/02/2009;23:00;CL31 #36 2, Palmira - Valle del Cauca, Colombia;HURTOPERSONAS
21/02/2009;5:30;CL32 #24 2, Palmira - Valle del Cauca, Colombia;HURTOPERSONAS
21/02/2009;9:15;CL56 #51 29, Palmira - Valle del Cauca, Colombia;HURTOPERSONAS
22/02/2009;9:15;CL56 #51 29, Palmira - Valle del Cauca, Colombia;HURTOPERSONAS
22/02/2009;9:15;CL56 #51 29, Palmira - Valle del Cauca, Colombia;HURTOPERSONAS
